абажур	lampshade
экономия	economy
экономный	economical
экономный	thrifty
экран	screen
экскаватор	excavator
экскурсия	excursion
экскурсовод	guide
экспедиция	expedition
экспедиция	dispatch office
эксперимент	experiment
экспериментальный	experimental
эксперт	expert
экспертиза	consultant's investigation
экспертиза	professional findings
эксплуататор	exploiter
эксплуатация	exploitation
эксплуатировать	exploit
экспозиция	exposition
экспозиция	exposure
экспонат	exhibit
экспорт	export
экспортировать	export
экспромт	impromptu
экспромтом	extempore
экспроприация	expropriation
экспроприировать	expropriate
экстаз	ecstasy
экстерриториальный	exterritorial
экстравагантный	extravagant
экстренный	special
эксцентричный	eccentric
эксцесс	excess
эластичный	elastic
элеватор	elevator
элегантный	elegant
элегантный	smart
электрификация	electrification
электрифицировать	electrify
электрический	electric
электричество	electricity
электровоз	electric locomotive
электрод	electrode
электродвигатель	motor
электромонтёр	electrician
электрон	electron
электроника	electronics
машина	electronic computer
электрополотёр	electric floor­polisher
электропроводность	electric conductivity
электропроводный	conducting electricity
электростанция	electric power station
электротехник	electrical engineer
электротехника	electrical engineering
электроэнергия	electrical energy
элемент	element
элементарный	elementary
элементарный	simple
эмалированный	enamelled
эмаль	enamel
эмансипация	emancipation
эмблема	emblem
эмигрант	emigre
эмиграция	emigration
эмигрировать	emigrate
эмоциональный	emotional
эмоция	emotion
эмпириокритицизм	empiriocriticism
энергетика	power engineering
энергично	energetically
энергичный	energetic
энергия	energy
энтузиазм	enthusiasm
энтузиаст	enthusiast
энциклопедический	encyclopaedic
энциклопедия	encyclopaedia
эпиграмма	epigram
эпиграф	epigraph
эпидемия	epidemic
эпизод	episode
эпилог	epilogue
эпитафия	epitaph
эпитет	epithet
эпический	epic
эпопея	epic
эпос	epos
эпоха	epoch
эра	era
эротический	erotic
эрудиция	erudition
эскадра	squadron
эскадрилья	squadron
эскалатор	escalator
эскалатор	moving staircase
эскиз	sketch
эскиз	draft
эскизный	rough
эскизный	preliminary
эскимо	eskimo
эскимос	Eskimo
эскорт	escort
эсминец	destroyer
эссенция	essence
эстафета	relay­race
эстетика	aesthetics
эстетический	aesthetic
эстонец	Estonian
эстонский	Estonian
эстрада	stage
эстрада	platform
эстрада	music­hall art
этаж	floor
этаж	storey
этажерка	bookstand
этажерка	what­not
этап	stage
этика	ethics
этикет	etiquette
этикетка	label
этимология	etymology
этичный	ethic
этнография	ethnography
это	that
это	this
это	it
этот	this
этот	these
этюд	study
этюд	sketch
этюд	etude
этюд	exercise
эфес	sword­hilt
эфир	ether
эффект	effect
эффективный	effective
эффективный	efficient
эффектный	spectacular
эффектный	effective
эхо	echo
эшафот	scaffold
эшелон	echelon
эшелон	train
юбилей	jubilee
юбка	skirt
ювелир	jeweller
юг	south
юго­восток	south­east
юго­запад	south­west
южанин	southerner
южный	south
юмор	humour
юмористический	humorous
юнга	boy
юность	youth
юноша	youth
юношеский	youthful
юношество	youth
юный	youthful
юридический	juridical
юрисконсульт	legal adviser
юрист	lawyer
юрта	yurta
юстиция	justice
ютиться	be cooped up
яблоко	apple
яблоня	apple­tree
явиться	appear
явиться	come
явиться	show up
явка	appearance
явка	presence
явление	phenomenon
явление	appearance
явление	occurrence
явление	scene
являться	be
явный	evident
явный	obvious
ягнёнок	lamb
ягода	berry
ягодица	buttock
яд	poison
ядовитый	poisonous
ядовитый	venomous
ядро	kernel
ядро	nucleus
ядро	cannon­ball
язва	ulcer
язвительный	biting
язык	tongue
язык	clapper
язык	language
язык	tongue
языкознание	linguistics
язычник	pagan
язычник	heathen
яйцо	egg
якобы	as if
якорь	anchor
якут	Yakut
якутский	Yakut
ялик	yawl
яма	pit
яма	sink of iniquity
ямочка	dimple
январь	January
янтарь	amber
японец	Japanese
японский	Japanese
яркий	bright
яркий	clear
ярко	brightly
ярлык	label
